phase,lag,n_on,n_off,diff,std_off,snr,cohen_d,median_on,median_off,diff_median,auc,sinr,selectivity,pd_at_pfa,jsd,outage,lcr,afd,bestlag_phase,train_window,test_window,block_len,n_null,null_mode,stat,two_sided,amp_var,gate_var,phase_var,pfa,q
3,19,27,236,-0.08418618142604828,1.0187336206436157,-0.08263806998729706,-0.08449630127565402,-0.5060446262359619,-0.256836473941803,-0.24920815229415894,,,,,,0.1111111111111111,0.15384615384615385,1.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,20,27,236,0.0028914958238601685,0.9993909597396851,0.002893257886171341,0.0029873873971673222,-0.3728497624397278,-0.1625833511352539,-0.21026641130447388,,,,,,0.037037037037037035,0.07692307692307693,1.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,21,27,236,0.044005781412124634,1.0028367042541504,0.04388130456209183,0.04549465995302417,-0.16772319376468658,-0.12545356154441833,-0.04226963222026825,,,,,,0.037037037037037035,0.07692307692307693,1.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,22,27,236,0.05532243102788925,1.0621885061264038,0.052083440124988556,0.053864782831810405,-0.26436156034469604,-0.04963023215532303,-0.2147313356399536,,,,,,0.037037037037037035,0.07692307692307693,1.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,23,27,236,-0.021491408348083496,1.1132105588912964,-0.019305789843201637,-0.019948710949941217,-0.3521389663219452,-0.0698261484503746,-0.28231281042099,,,,,,0.1111111111111111,0.23076923076923078,1.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,24,27,236,-0.1683242917060852,1.170859694480896,-0.1437612771987915,-0.14820117025797966,-0.38831695914268494,-0.13289475440979004,-0.2554222047328949,,,,,,0.14814814814814814,0.23076923076923078,1.3333333333333333,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,25,27,236,-0.24425265192985535,1.259294867515564,-0.19395986199378967,-0.19863327315364254,-0.7666691541671753,-0.14836055040359497,-0.6183086037635803,,,,,,0.2222222222222222,0.3076923076923077,1.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,26,27,236,-0.1964864730834961,1.336110234260559,-0.14705857634544373,-0.1486015541318209,-0.6753902435302734,-0.13673405349254608,-0.5386561751365662,,,,,,0.18518518518518517,0.3076923076923077,1.25,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,27,27,236,-0.17378835380077362,1.3181402683258057,-0.13184359669685364,-0.1313178006945911,-0.4107513129711151,-0.11197422444820404,-0.29877710342407227,,,,,,0.25925925925925924,0.3076923076923077,1.75,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,28,27,236,-0.19433753192424774,1.21904456615448,-0.15941791236400604,-0.15706688797696333,-0.47203850746154785,-0.0722179114818573,-0.39982059597969055,,,,,,0.37037037037037035,0.19230769230769232,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,29,27,236,-0.2544711232185364,1.1643608808517456,-0.21855004131793976,-0.21416742453920914,-0.557135820388794,-0.06123791262507439,-0.49589791893959045,,,,,,0.37037037037037035,0.19230769230769232,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
3,30,27,236,-0.3363986611366272,1.143946647644043,-0.29406848549842834,-0.2868137539916219,-0.6594740152359009,-0.12729200720787048,-0.532181978225708,,,,,,0.37037037037037035,0.19230769230769232,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,0,38,241,0.553148627281189,1.1428066492080688,0.4840264320373535,0.4727358719177911,0.9940090179443359,0.23083153367042542,0.7631775140762329,,,,,,0.15789473684210525,0.21621621621621623,1.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,1,38,241,0.6677134037017822,1.3283560276031494,0.5026614665985107,0.4930414834240556,1.2785577774047852,0.13536900281906128,1.143188714981079,,,,,,0.10526315789473684,0.10810810810810811,2.0,1,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,2,38,241,0.532577633857727,1.3589907884597778,0.3918920159339905,0.38854287653118014,0.9204885363578796,0.12498132139444351,0.7955071926116943,,,,,,0.10526315789473684,0.10810810810810811,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,3,38,241,0.36876314878463745,1.2881461381912231,0.2862743139266968,0.28856080318463284,0.5140796303749084,0.026229966431856155,0.4878496527671814,,,,,,0.13157894736842105,0.1891891891891892,1.25,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,4,38,241,0.20623672008514404,1.1322271823883057,0.18215136229991913,0.18462229825502918,0.18351952731609344,-0.036130212247371674,0.21964973211288452,,,,,,0.10526315789473684,0.13513513513513514,1.3333333333333333,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,5,38,241,-0.00022717565298080444,1.0611989498138428,-0.00021407452004496008,-0.0002166918820199115,0.15840843319892883,-0.015939950942993164,0.174348384141922,,,,,,0.21052631578947367,0.13513513513513514,2.6666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,6,38,241,-0.2800086736679077,1.0187360048294067,-0.27485892176628113,-0.2779334560654537,-0.06528406590223312,-0.07026772946119308,0.004983663558959961,,,,,,0.3157894736842105,0.24324324324324326,2.4,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,7,38,241,-0.47658097743988037,1.0742665529251099,-0.4436338245868683,-0.4503150956663002,-0.2667732834815979,0.09493323415517807,-0.36170652508735657,,,,,,0.2894736842105263,0.2972972972972973,1.8333333333333333,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,8,38,241,-0.4648647904396057,1.0787274837493896,-0.43093812465667725,-0.42993967946773126,-0.2378978431224823,0.18388941884040833,-0.4217872619628906,,,,,,0.3684210526315789,0.24324324324324326,2.8,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,9,38,241,-0.5023049116134644,1.0706291198730469,-0.4691679775714874,-0.45672245063228356,-0.5208926200866699,0.2528054118156433,-0.7736980319023132,,,,,,0.4473684210526316,0.24324324324324326,3.4,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,10,38,241,-0.563936710357666,1.059809923171997,-0.5321111679077148,-0.5192113938485773,-0.5867775678634644,0.18368685245513916,-0.7704644203186035,,,,,,0.34210526315789475,0.2702702702702703,2.6,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,11,38,241,-0.6498301029205322,1.08427894115448,-0.5993200540542603,-0.5963075705678869,-0.6680113077163696,0.20370344817638397,-0.8717147707939148,,,,,,0.3157894736842105,0.21621621621621623,3.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,12,38,241,-0.7417734861373901,1.0995930433273315,-0.6745890974998474,-0.6840362338288207,-0.5774363279342651,0.16548919677734375,-0.7429255247116089,,,,,,0.3684210526315789,0.2702702702702703,2.8,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,13,38,241,-0.7359389662742615,1.0930625200271606,-0.6732816696166992,-0.6848250886387568,-0.7373359203338623,0.21199136972427368,-0.949327290058136,,,,,,0.42105263157894735,0.21621621621621623,4.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,14,38,241,-0.5580806732177734,1.047927975654602,-0.5325563549995422,-0.5378851777609619,-0.5603412389755249,0.18802164494991302,-0.7483628988265991,,,,,,0.34210526315789475,0.24324324324324326,2.6,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,15,38,241,-0.37225550413131714,1.0068650245666504,-0.36971738934516907,-0.3705270356716848,-0.1799546331167221,0.06836070865392685,-0.24831533432006836,,,,,,0.3157894736842105,0.2972972972972973,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,16,38,241,-0.2491922229528427,1.0266841650009155,-0.24271556735038757,-0.24218446335953667,-0.23995941877365112,-0.02713683620095253,-0.2128225862979889,,,,,,0.2631578947368421,0.2972972972972973,1.6666666666666667,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,17,38,241,-0.1393594741821289,1.1887215375900269,-0.11723475158214569,-0.11742074653792568,-0.1227048933506012,0.04174216836690903,-0.16444706916809082,,,,,,0.21052631578947367,0.2972972972972973,1.3333333333333333,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,18,38,241,-0.07350295782089233,1.3188854455947876,-0.055731117725372314,-0.056223213539467104,0.332905113697052,0.07794766873121262,0.2549574375152588,,,,,,0.21052631578947367,0.1891891891891892,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,19,38,241,-0.20429053902626038,1.330556035041809,-0.15353772044181824,-0.1556835664963076,0.10758763551712036,0.20454929769039154,-0.09696166217327118,,,,,,0.2894736842105263,0.24324324324324326,2.2,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,20,38,241,-0.48172953724861145,1.4017813205718994,-0.3436552584171295,-0.35056056357823717,-0.46257084608078003,0.09961752593517303,-0.5621883869171143,,,,,,0.2894736842105263,0.24324324324324326,2.2,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,21,38,241,-0.7993733286857605,1.3264615535736084,-0.6026358604431152,-0.6083284635319227,-0.8319103717803955,-0.04596365988254547,-0.7859467267990112,,,,,,0.2894736842105263,0.21621621621621623,2.75,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,22,38,241,-0.7269657254219055,1.1342474222183228,-0.6409233808517456,-0.6379320962882588,-0.5984951257705688,-0.2618471384048462,-0.33664798736572266,,,,,,0.2631578947368421,0.16216216216216217,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,23,38,241,-0.4941423833370209,0.9818291664123535,-0.5032875537872314,-0.49862663116188094,-0.38516026735305786,-0.2295241802930832,-0.15563608705997467,,,,,,0.2894736842105263,0.16216216216216217,3.6666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,24,38,241,-0.39039337635040283,0.9158672094345093,-0.4262554347515106,-0.41839840035506204,-0.39901888370513916,-0.2075427919626236,-0.19147609174251556,,,,,,0.3157894736842105,0.16216216216216217,4.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,25,38,241,-0.4676596224308014,0.9106565713882446,-0.5135411620140076,-0.4991952253773194,-0.5828080177307129,-0.26426827907562256,-0.31853973865509033,,,,,,0.34210526315789475,0.16216216216216217,4.333333333333333,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,26,38,241,-0.7054418325424194,0.9333235621452332,-0.7558384537696838,-0.7299340391621534,-0.6696141362190247,-0.20324456691741943,-0.4663695693016052,,,,,,0.42105263157894735,0.2702702702702703,3.2,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,27,38,241,-1.039976954460144,1.0286140441894531,-1.0110467672348022,-0.9666475861962209,-1.0411221981048584,-0.1653861552476883,-0.8757360577583313,,,,,,0.47368421052631576,0.2702702702702703,3.6,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,28,38,241,-1.1891828775405884,1.1250678300857544,-1.0569877624511719,-1.0119257483935604,-1.5781813859939575,0.0649968832731247,-1.6431782245635986,,,,,,0.5789473684210527,0.21621621621621623,5.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,29,38,241,-0.841498076915741,1.0343962907791138,-0.8135161399841309,-0.7791053272188,-0.736956000328064,0.1862681806087494,-0.9232242107391357,,,,,,0.47368421052631576,0.2702702702702703,3.6,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
4,30,38,241,-0.5486616492271423,0.9279236197471619,-0.5912789106369019,-0.5666267117172514,-0.39458486437797546,0.22191421687602997,-0.6164990663528442,,,,,,0.3684210526315789,0.3783783783783784,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,0,65,251,0.7076407670974731,1.0083867311477661,0.7017553448677063,0.6805792334483362,0.6529257297515869,0.26041895151138306,0.39250677824020386,,,,,,0.06153846153846154,0.09375,1.3333333333333333,1,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,1,65,251,0.6706013679504395,1.0780364274978638,0.6220581531524658,0.6090643142192762,0.6839664578437805,0.30790817737579346,0.37605828046798706,,,,,,0.07692307692307693,0.0625,2.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,2,65,251,0.6300920248031616,1.2139383554458618,0.5190477967262268,0.5056071447910745,0.7925132513046265,0.32856273651123047,0.463950514793396,,,,,,0.12307692307692308,0.125,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,3,65,251,0.6435024738311768,1.3435101509094238,0.47897106409072876,0.4645572291927506,0.7759134769439697,0.29911714792251587,0.47679632902145386,,,,,,0.12307692307692308,0.15625,1.6,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,4,65,251,0.557365894317627,1.4018709659576416,0.3975871503353119,0.3914876822033804,0.7764232158660889,0.24373996257781982,0.532683253288269,,,,,,0.13846153846153847,0.125,2.25,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,5,65,251,0.47297385334968567,1.3335026502609253,0.35468533635139465,0.3581167168823673,0.7039205431938171,0.23697596788406372,0.4669445753097534,,,,,,0.13846153846153847,0.1875,1.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,6,65,251,0.4136658012866974,1.2144875526428223,0.3406093418598175,0.34444434205965097,0.6153073906898499,0.24634242057800293,0.3689649701118469,,,,,,0.1076923076923077,0.15625,1.4,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,7,65,251,0.282711386680603,1.0883634090423584,0.25975826382637024,0.2577995484637619,0.33737125992774963,0.1970045566558838,0.14036670327186584,,,,,,0.18461538461538463,0.125,3.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,8,65,251,0.1358848512172699,1.0113606452941895,0.1343584507703781,0.13222854264357325,0.2494490146636963,0.1708175092935562,0.07863150537014008,,,,,,0.18461538461538463,0.1875,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,9,65,251,-0.0036594420671463013,1.0246798992156982,-0.003571302630007267,-0.003531700142824616,-0.10462026298046112,0.13647252321243286,-0.24109278619289398,,,,,,0.23076923076923078,0.171875,2.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,10,65,251,-0.16960015892982483,1.1000581979751587,-0.1541738063097,-0.15086332214386008,-0.2775818109512329,0.062091387808322906,-0.3396731913089752,,,,,,0.2923076923076923,0.171875,3.1666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,11,65,251,-0.37162554264068604,1.1687476634979248,-0.31796902418136597,-0.2975115783695146,-0.5027450323104858,-0.1184324100613594,-0.38431262969970703,,,,,,0.3076923076923077,0.125,5.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,12,65,251,-0.5076427459716797,1.2134051322937012,-0.4183621108531952,-0.3777870094572991,-0.5528892278671265,-0.20016106963157654,-0.3527281582355499,,,,,,0.3076923076923077,0.125,5.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,13,65,251,-0.5381819009780884,1.2759251594543457,-0.42179739475250244,-0.38153684409681077,-0.4916888177394867,-0.21079038083553314,-0.28089845180511475,,,,,,0.3076923076923077,0.1875,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,14,65,251,-0.5641822814941406,1.3859448432922363,-0.40707412362098694,-0.3720190189069506,-0.44637906551361084,-0.22341498732566833,-0.2229640781879425,,,,,,0.3230769230769231,0.1875,3.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,15,65,251,-0.5204592943191528,1.4232218265533447,-0.3656909167766571,-0.33711004061060973,-0.27821576595306396,-0.19330590963363647,-0.08490985631942749,,,,,,0.3384615384615385,0.140625,4.4,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,16,65,251,-0.44948428869247437,1.3564890623092651,-0.33135858178138733,-0.30659241452979197,-0.2545410096645355,-0.03417916223406792,-0.2203618437051773,,,,,,0.3076923076923077,0.140625,4.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,17,65,251,-0.5932886600494385,1.4082690477371216,-0.4212892949581146,-0.3898275514217295,-0.4122314751148224,-0.03615700826048851,-0.3760744631290436,,,,,,0.35384615384615387,0.171875,3.8333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,18,65,251,-0.787943959236145,1.4388962984085083,-0.5476030111312866,-0.5048094996962248,-0.7543794512748718,-0.09535560756921768,-0.6590238213539124,,,,,,0.35384615384615387,0.171875,3.8333333333333335,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,19,65,251,-0.8431923389434814,1.3620599508285522,-0.6190567016601562,-0.5704402384739751,-0.8819432854652405,-0.16498015820980072,-0.7169631123542786,,,,,,0.3384615384615385,0.234375,2.75,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,20,65,251,-0.8706722259521484,1.284995198249817,-0.6775684952735901,-0.6236116963160234,-0.8129931092262268,-0.24379652738571167,-0.5691965818405151,,,,,,0.3384615384615385,0.171875,3.6666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,21,65,251,-0.9315881729125977,1.3351998329162598,-0.6977143883705139,-0.6457446077204991,-0.6955210566520691,-0.2046152651309967,-0.4909057915210724,,,,,,0.3384615384615385,0.171875,3.6666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,22,65,251,-0.9320251941680908,1.4575023651123047,-0.6394673585891724,-0.594982696053479,-0.7784032821655273,-0.19787411391735077,-0.5805291533470154,,,,,,0.3384615384615385,0.171875,3.6666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,23,65,251,-0.7208722233772278,1.4465628862380981,-0.49833452701568604,-0.45648467831437056,-0.4072977602481842,-0.1037958636879921,-0.3035019040107727,,,,,,0.3384615384615385,0.203125,3.142857142857143,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,24,65,251,-0.28061094880104065,1.450386643409729,-0.1934732049703598,-0.18131333763548368,0.030626796185970306,0.043318379670381546,-0.01269158348441124,,,,,,0.2923076923076923,0.125,4.75,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,25,65,251,0.003430717857554555,1.479947566986084,0.0023181347642093897,0.002246045920322979,0.11554829031229019,0.0907798483967781,0.024768441915512085,,,,,,0.23076923076923078,0.125,3.75,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,26,65,251,0.09554740786552429,1.5234771966934204,0.06271666288375854,0.060790967249712745,0.2811470031738281,0.10520800203084946,0.17593899369239807,,,,,,0.23076923076923078,0.15625,3.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,27,65,251,0.14619334042072296,1.6144027709960938,0.09055568277835846,0.08788380056026569,0.4750678539276123,0.0853302851319313,0.3897375762462616,,,,,,0.26153846153846155,0.125,4.25,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,28,65,251,0.19846421480178833,1.7174166440963745,0.11555973440408707,0.11345676592353732,0.49176204204559326,0.0986778736114502,0.39308416843414307,,,,,,0.26153846153846155,0.15625,3.4,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,29,65,251,0.27054843306541443,1.8366564512252808,0.14730486273765564,0.14568854278743879,0.5570107698440552,0.22317224740982056,0.3338385224342346,,,,,,0.23076923076923078,0.15625,3.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
5,30,65,251,0.39368516206741333,2.004758834838867,0.19637532532215118,0.19264919465823543,0.6858259439468384,0.20611344277858734,0.47971248626708984,,,,,,0.24615384615384617,0.1875,2.6666666666666665,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,0,64,222,0.5626753568649292,1.1864807605743408,0.47423893213272095,0.45153924860237676,0.3993304371833801,-0.035818442702293396,0.4351488947868347,,,,,,0.125,0.1111111111111111,2.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,1,64,222,0.6756370663642883,1.1324809789657593,0.5965990424156189,0.561913792322608,0.34883588552474976,-0.21269634366035461,0.5615322589874268,,,,,,0.125,0.14285714285714285,1.6,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,2,64,222,0.7186452150344849,1.1564151048660278,0.6214422583580017,0.5932724447312115,0.3301714062690735,-0.2701355516910553,0.6003069877624512,,,,,,0.09375,0.1111111111111111,1.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,3,64,222,0.7740232944488525,1.2788985967636108,0.605226457118988,0.5949945842357143,0.34241610765457153,-0.38316771388053894,0.7255837917327881,,,,,,0.09375,0.12698412698412698,1.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,4,64,222,0.7371828556060791,1.2912414073944092,0.5709101557731628,0.5735180362775087,0.3302309513092041,-0.3183504343032837,0.6485813856124878,,,,,,0.109375,0.15873015873015872,1.4,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,5,64,222,0.6586501598358154,1.3256056308746338,0.4968673586845398,0.5030893660526571,0.22840222716331482,-0.4075312912464142,0.635933518409729,,,,,,0.0625,0.06349206349206349,2.0,1,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,6,64,222,0.45914143323898315,1.265647053718567,0.3627721071243286,0.3678307863043385,-0.14165125787258148,-0.40538477897644043,0.26373350620269775,,,,,,0.0625,0.031746031746031744,4.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,7,64,222,0.31701213121414185,1.15589439868927,0.27425700426101685,0.2778124736667419,-0.09596846997737885,-0.36989596486091614,0.2739275097846985,,,,,,0.078125,0.06349206349206349,2.5,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,8,64,222,0.23490963876247406,1.1551263332366943,0.20336271822452545,0.20590982533168745,-0.1558762490749359,-0.31958281993865967,0.16370657086372375,,,,,,0.09375,0.06349206349206349,3.0,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
6,9,64,222,0.17748898267745972,1.2724248170852661,0.13948877155780792,0.14116821537779226,-0.1705729067325592,-0.30206483602523804,0.13149192929267883,,,,,,0.140625,0.12698412698412698,2.25,0,,"2011-01-01,2020-12-31",60,200,blockperm,outage,0,z500_amp_gated,burst_gate,driver_phase_index,0.1,0.2
