phase,max_stat_obs,best_lag_obs,p_phase,q_phase,n_lags_used,min_n,median_n,n_null,block_len,null_mode,window_mode,underpowered_policy,two_sided,condition_file,condition_var,condition_values,p_global
1,0.08941376051766614,27,0.3333333333333333,0.4444444444444444,31,325.0,325.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
2,0.06305013376887025,26,0.4927536231884058,0.5631469979296067,31,317.0,317.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
3,0.09573421038886565,29,0.7461269365317341,0.7461269365317341,31,263.0,263.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
4,0.10349959712669543,25,0.3193403298350825,0.4444444444444444,31,275.0,279.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
5,0.15543178660605994,21,0.019490254872563718,0.051974012993503245,31,310.0,316.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
6,0.1404773155036101,13,0.03248375812093953,0.06496751624187906,31,284.0,284.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
7,0.24642326875930864,7,0.0074962518740629685,0.051974012993503245,31,242.0,242.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
8,0.17590969249216926,1,0.015992003998001,0.051974012993503245,31,227.0,227.0,2000,60,circshift,continuous_intensity,flag_only,0,,,,0.0074962518740629685
