phase,max_stat_obs,best_lag_obs,p_phase,q_phase,n_lags_used,min_n,median_n,n_null,block_len,null_mode,window_mode,underpowered_policy,two_sided,condition_file,condition_var,condition_values,p_global
1,0.06770486599330194,10,0.03948025987006497,0.10528069298683991,31,325.0,325.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
2,0.05484877643862873,23,0.16891554222888555,0.23521572547059802,31,317.0,317.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
3,0.042465986052841576,28,0.6016991504247876,0.6016991504247876,31,263.0,263.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
4,0.04299219546762911,24,0.4102948525737131,0.4689084029413864,31,275.0,279.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
5,0.07130697433775257,9,0.1344327836081959,0.23521572547059802,31,310.0,316.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
6,0.13061270127720448,10,0.00399800099950025,0.029985007496251874,31,284.0,284.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
7,0.18013853946575864,4,0.0074962518740629685,0.029985007496251874,31,242.0,242.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
8,0.07883082264681329,20,0.17641179410294852,0.23521572547059802,31,227.0,227.0,2000,60,circshift,binary_gate,flag_only,0,,,,0.0074962518740629685
