phase,maxstat_obs,best_lag_obs,p_phase,q_phase,n_null,null_mode,block_len,stat,two_sided,p_global
1,0.18405169248580933,3,0.04697651174412794,0.3758120939530235,2000,circshift,60,selectivity,0,0.4942528735632184
2,0.17221474647521973,10,0.4177911044477761,0.47804669094024416,2000,circshift,60,selectivity,0,0.4942528735632184
3,0.10458511114120483,6,0.41829085457271364,0.47804669094024416,2000,circshift,60,selectivity,0,0.4942528735632184
4,0.04976007342338562,30,0.7566216891554223,0.7566216891554223,2000,circshift,60,selectivity,0,0.4942528735632184
5,0.12351217865943909,10,0.2108945527236382,0.47804669094024416,2000,circshift,60,selectivity,0,0.4942528735632184
6,0.09721308946609497,28,0.375312343828086,0.47804669094024416,2000,circshift,60,selectivity,0,0.4942528735632184
7,0.13153009116649628,1,0.30334832583708143,0.47804669094024416,2000,circshift,60,selectivity,0,0.4942528735632184
8,0.2017248570919037,6,0.2613693153423288,0.47804669094024416,2000,circshift,60,selectivity,0,0.4942528735632184
