phase,maxstat_obs,best_lag_obs,p_phase,q_phase,n_null,null_mode,block_len,stat,two_sided,amp_var,gate_var,gate_source,gate_percentile,gate_threshold,gate_train,phase_var,p_global
1,-1.3333333333333333,27,0.7105788423153693,0.951240376390077,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
2,-1.0,26,0.8223552894211577,0.951240376390077,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
3,-1.0,21,0.16766467065868262,0.8223552894211577,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
4,-1.2,10,0.2055888223552894,0.8223552894211577,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
5,-1.2,27,0.6526946107784432,0.951240376390077,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
6,-1.0,27,0.8323353293413174,0.951240376390077,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
7,-1.0,6,0.9520958083832335,0.9520958083832335,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
8,-0.0,11,0.31736526946107785,0.846307385229541,500,blockperm,60,afd,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
