phase,maxstat_obs,best_lag_obs,p_phase,q_phase,n_null,null_mode,block_len,stat,two_sided,p_global
1,0.18405169248580933,3,0.013993003498250875,0.111944027986007,2000,blockperm,60,selectivity,0,0.5902048975512244
2,0.17221474647521973,10,0.26686656671664166,0.42698650674662664,2000,blockperm,60,selectivity,0,0.5902048975512244
3,0.10458511114120483,6,0.26636681659170414,0.42698650674662664,2000,blockperm,60,selectivity,0,0.5902048975512244
4,0.04976007342338562,30,0.48875562218890556,0.551224387806097,2000,blockperm,60,selectivity,0,0.5902048975512244
5,0.12351217865943909,10,0.21739130434782608,0.42698650674662664,2000,blockperm,60,selectivity,0,0.5902048975512244
6,0.09721308946609497,28,0.551224387806097,0.551224387806097,2000,blockperm,60,selectivity,0,0.5902048975512244
7,0.13153009116649628,1,0.24037981009495252,0.42698650674662664,2000,blockperm,60,selectivity,0,0.5902048975512244
8,0.2017248570919037,6,0.49725137431284355,0.551224387806097,2000,blockperm,60,selectivity,0,0.5902048975512244
