phase,lag,n_on,n_off,diff,std_off,snr,cohen_d,median_on,median_off,diff_median,auc,sinr,selectivity,pd_at_pfa,jsd,outage,lcr,afd,bestlag_phase,train_window,test_window,block_len,n_null,null_mode,stat,two_sided,amp_var,gate_var,gate_source,gate_percentile,gate_threshold,gate_train,phase_var,pfa,q
3,7,64,418,0.17872760282900702,19.480629009461513,0.009174632027651732,0.009151724437132398,3.1240607500076294,-1.0360440909862518,4.160104840993881,,,,,,0.1875,0.15873015873015872,2.4,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,8,64,418,4.10777423890869,18.26916040626052,0.22484745590722538,0.22686162318905242,8.376379489898682,-1.008196860551834,9.384576350450516,,,,,,0.140625,0.12698412698412698,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,9,64,418,6.473114429652227,16.649733177603377,0.38878187179357493,0.3848698273113445,8.186222791671753,-1.4352758526802063,9.62149864435196,,,,,,0.203125,0.19047619047619047,2.1666666666666665,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,10,64,418,7.650205239444151,14.426119157842122,0.5303023741686935,0.5203064123543301,10.975866317749023,-1.2166886925697327,12.192555010318756,,,,,,0.15625,0.15873015873015872,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,11,63,418,7.760751318418238,12.726569188442157,0.6098070268196312,0.5968527201996725,5.92425012588501,-0.5253104865550995,6.449560612440109,,,,,,0.09523809523809523,0.0967741935483871,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,12,62,418,7.719479019023556,12.161582725785426,0.6347429601129496,0.6204157851334515,6.771162509918213,-0.26618289202451706,7.03734540194273,,,,,,0.06451612903225806,0.09836065573770492,1.3333333333333333,1,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,13,61,418,7.775338080051358,12.211119892232977,0.6367424240095252,0.6223168600240956,6.62851095199585,0.3042149394750595,6.32429601252079,,,,,,0.09836065573770492,0.11666666666666667,1.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,14,60,418,7.488124154397602,12.395976529506113,0.6040769871234943,0.5896153737646315,7.492144346237183,0.651862233877182,6.840282112360001,,,,,,0.13333333333333333,0.11864406779661017,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,15,59,418,7.179777447077159,12.867360235984643,0.557983713473593,0.5433771293215685,7.664062976837158,1.0952075123786926,6.568855464458466,,,,,,0.15254237288135594,0.1206896551724138,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,16,58,418,7.113702196698538,13.388250850832316,0.5313391776085743,0.5181097894625397,9.777388572692871,0.4447423219680786,9.332646250724792,,,,,,0.1724137931034483,0.12280701754385964,2.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,17,57,418,7.552954407073141,13.700367322607013,0.5512957593925231,0.5356880096393201,10.213827133178711,0.07734961807727814,10.136477515101433,,,,,,0.17543859649122806,0.125,2.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,18,56,418,8.442529892401868,14.299015104959636,0.5904273707266428,0.5723265271468662,11.005746841430664,0.06213928572833538,10.943607555702329,,,,,,0.16071428571428573,0.12727272727272726,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,19,55,418,10.103721023319316,16.247350390528606,0.6218688451016161,0.6104214835867374,10.430281639099121,-1.0884134769439697,11.51869511604309,,,,,,0.12727272727272726,0.09259259259259259,2.3333333333333335,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,20,54,418,11.192161454326166,18.065102858490917,0.6195459578612724,0.6124807925711222,10.780570030212402,-1.1567306518554688,11.937300682067871,,,,,,0.1111111111111111,0.16981132075471697,1.2,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,21,53,418,9.329022602321675,18.7773900220174,0.49682211379658964,0.4971904058272572,5.368221282958984,-1.7286763191223145,7.096897602081299,,,,,,0.07547169811320754,0.15384615384615385,1.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,22,53,418,6.7547800234812625,18.394923871816626,0.3672089142934942,0.3667960942077676,6.236441612243652,-0.9966738522052765,7.233115464448929,,,,,,0.1509433962264151,0.1346153846153846,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,23,53,418,4.932673837581836,16.594336858216874,0.29725043427326636,0.2913152823192336,3.137028455734253,0.0528649459592998,3.084163509774953,,,,,,0.1320754716981132,0.11538461538461539,2.3333333333333335,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,24,53,418,3.88494264740949,15.727885335583927,0.24700985316951093,0.23947559072998592,-1.012225866317749,0.3403133302927017,-1.3525391966104507,,,,,,0.11320754716981132,0.15384615384615385,1.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,25,52,418,3.2672948490322336,16.124693522199266,0.2026267875748502,0.19792452646681735,-0.4819559156894684,-0.5366886854171753,0.05473276972770691,,,,,,0.15384615384615385,0.19607843137254902,1.6,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,26,51,418,1.9219684109307749,16.586617859926704,0.11587464226653788,0.11402512013961356,-1.2857778072357178,-0.6886389851570129,-0.5971388220787048,,,,,,0.19607843137254902,0.12,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,27,50,418,-0.11678700990368895,16.67263994781703,-0.007004710128043042,-0.00686561825546474,-2.9428915977478027,-1.5401417016983032,-1.4027498960494995,,,,,,0.22,0.12244897959183673,3.6666666666666665,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,28,49,418,-1.5783803785179913,15.46007105589287,-0.10209399250570486,-0.09926072397610185,-6.3745036125183105,-2.835474371910095,-3.5390292406082153,,,,,,0.32653061224489793,0.1875,3.2,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,29,49,418,-2.0261143129788204,14.216762329542036,-0.14251587429077375,-0.1379612183144263,-7.278831958770752,-2.6143815517425537,-4.664450407028198,,,,,,0.3469387755102041,0.2708333333333333,2.4285714285714284,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
3,30,49,418,-2.337859648896332,13.546989256578154,-0.17257411256609015,-0.1680301112753566,-5.468162536621094,-2.156419515609741,-3.3117430210113525,,,,,,0.3877551020408163,0.20833333333333334,3.8,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,0,84,436,2.4511777074896077,23.310855878105947,0.10515176792765495,0.10205027498509861,-5.740267992019653,-4.2692625522613525,-1.4710054397583008,,,,,,0.2857142857142857,0.14457831325301204,4.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,1,84,436,1.5561809228393848,23.058283147358182,0.06748901958113385,0.06651544963547712,-3.5874358415603638,-3.2302762269973755,-0.3571596145629883,,,,,,0.21428571428571427,0.14457831325301204,3.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,2,84,436,1.766270558864477,22.47871712648329,0.07857523847673434,0.0778470903058827,1.00228613615036,-2.953623652458191,3.955909788608551,,,,,,0.19047619047619047,0.12048192771084337,3.2,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,3,84,436,4.661124049914047,20.455802739873068,0.22786316964371403,0.22652161080505495,4.603757858276367,-2.8827545642852783,7.4865124225616455,,,,,,0.20238095238095238,0.0963855421686747,4.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,4,84,436,8.150305878246805,18.264411630548295,0.44623971705800486,0.4504616374481383,7.760667562484741,-0.014687455724924803,7.775355018209666,,,,,,0.09523809523809523,0.07228915662650602,2.6666666666666665,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,5,84,436,9.536055722397611,17.175940482592484,0.5551984610136625,0.5620795183604188,13.142306804656982,2.6457653045654297,10.496541500091553,,,,,,0.05952380952380952,0.07228915662650602,1.6666666666666667,1,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,6,84,436,7.9884316951021,17.24200854561663,0.46331212944056727,0.4620278973975373,12.698784351348877,3.8789056539535522,8.819878697395325,,,,,,0.13095238095238096,0.14457831325301204,1.8333333333333333,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,7,84,436,6.557754519317818,17.451966997365655,0.3757601948426616,0.37083646080914945,10.139430522918701,4.433747053146362,5.705683469772339,,,,,,0.15476190476190477,0.14457831325301204,2.1666666666666665,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,8,84,436,6.32284891560825,17.380221830187754,0.36379563951399496,0.3637866594068857,8.51060438156128,3.8114113807678223,4.699193000793457,,,,,,0.10714285714285714,0.14457831325301204,1.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,9,84,436,7.16570885576936,18.059272731286544,0.3967883403939752,0.4028159451935232,10.607077598571777,2.977259397506714,7.6298182010650635,,,,,,0.07142857142857142,0.0963855421686747,1.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,10,83,436,8.12026643854574,19.12114567788817,0.42467468086580573,0.43358914077372906,12.354290008544922,3.7319453954696655,8.622344613075256,,,,,,0.07228915662650602,0.12195121951219512,1.2,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,11,83,436,8.3166799845784,19.31598578801722,0.4305594379624,0.4413650585360876,13.828824996948242,3.930422782897949,9.898402214050293,,,,,,0.08433734939759036,0.0975609756097561,1.75,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,12,83,436,7.3623196351336455,18.549689372741206,0.39689719257253897,0.40853239531568136,10.510319709777832,3.663218379020691,6.847101330757141,,,,,,0.0963855421686747,0.0975609756097561,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,13,83,436,6.4899616625121475,17.435521628929283,0.3722264122998135,0.380494570258108,10.616605758666992,3.6651276350021362,6.951478123664856,,,,,,0.10843373493975904,0.17073170731707318,1.2857142857142858,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,14,83,436,6.1564375922383086,16.60504107141678,0.3707571433132882,0.3751814756314331,9.486414909362793,3.8461533784866333,5.64026153087616,,,,,,0.08433734939759036,0.08536585365853659,1.75,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,15,83,436,5.532377181605174,15.967884354316574,0.34646901611042885,0.34868772701378414,8.92820930480957,3.4174121618270874,5.510797142982483,,,,,,0.10843373493975904,0.0975609756097561,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,16,83,436,4.723274306947271,15.575631817685878,0.30324768601579744,0.30438217843916354,6.90996789932251,2.3318707942962646,4.578097105026245,,,,,,0.12048192771084337,0.07317073170731707,3.3333333333333335,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,17,83,436,3.8764415163302,15.227281120485216,0.25457213836521575,0.25755426126196007,5.558143138885498,2.2541754245758057,3.3039677143096924,,,,,,0.10843373493975904,0.0975609756097561,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,18,83,436,3.9795142378912525,14.974381785637664,0.26575482680080403,0.2707325134133494,5.674101829528809,1.6385967135429382,4.03550511598587,,,,,,0.10843373493975904,0.08536585365853659,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,19,83,436,4.2765710937081405,14.451931139699948,0.2959169298807586,0.3018202260169649,5.025712966918945,1.0128980875015259,4.012814879417419,,,,,,0.10843373493975904,0.07317073170731707,3.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,20,83,436,3.100367182119662,13.306987032057965,0.23298791639689312,0.23538847120339992,3.73768949508667,0.6752359867095947,3.062453508377075,,,,,,0.1686746987951807,0.13414634146341464,2.3333333333333335,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,21,83,436,1.1725828864078338,12.641282598518162,0.09275822111162095,0.09301256015284289,2.2314984798431396,0.6602048277854919,1.5712936520576477,,,,,,0.24096385542168675,0.15853658536585366,2.857142857142857,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,22,83,436,-0.2870499116350165,12.8498635049377,-0.022338751810454208,-0.02251421076976847,1.5820497274398804,1.9974521398544312,-0.4154024124145508,,,,,,0.2891566265060241,0.17073170731707318,3.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,23,83,436,-1.9757481739330574,13.75195536602795,-0.1436703451506128,-0.14556547795283237,1.3263856172561646,2.925908327102661,-1.5995227098464966,,,,,,0.3253012048192771,0.2073170731707317,3.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,24,83,436,-2.976395854210794,14.870166106387689,-0.20015888409829136,-0.20246943251720878,0.23134131729602814,3.3395636081695557,-3.1082222908735275,,,,,,0.27710843373493976,0.18292682926829268,2.875,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,25,83,436,-2.561072792355911,16.17516461739808,-0.15833364623697302,-0.1595007631775392,1.0376173257827759,3.7458555698394775,-2.7082382440567017,,,,,,0.3132530120481928,0.15853658536585366,3.7142857142857144,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,26,83,436,-1.8339683492591794,17.48776425063906,-0.10487151604826558,-0.10576476990430375,1.1889127492904663,3.6040589809417725,-2.415146231651306,,,,,,0.30120481927710846,0.15853658536585366,3.5714285714285716,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,27,83,436,-0.6350899101299312,18.825048815116006,-0.03373642832840737,-0.03413926389278924,1.5904818773269653,2.864633321762085,-1.2741514444351196,,,,,,0.24096385542168675,0.15853658536585366,2.857142857142857,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,28,83,436,0.48282213024016807,19.445316103787743,0.02482973933995958,0.02516498499307939,0.6738925576210022,2.4007807970046997,-1.7268882393836975,,,,,,0.21686746987951808,0.13414634146341464,3.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,29,82,436,1.4631536375372085,19.420978030965088,0.07533882357543144,0.07638947249975545,2.0296214818954468,1.7497599124908447,0.27986156940460205,,,,,,0.21951219512195122,0.13580246913580246,3.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
4,30,81,436,2.134958398450655,19.4187345692831,0.10994322986564584,0.11168406751465165,2.7310566902160645,0.7313547134399414,1.999701976776123,,,,,,0.19753086419753085,0.1125,3.2,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,0,54,373,1.270348105548173,12.384453201326039,0.10257603504143026,0.09816343044380388,0.886553943157196,-1.63250732421875,2.519061267375946,,,,,,0.18518518518518517,0.18867924528301888,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,1,54,373,1.3716037614169692,12.249912938900552,0.11196844975618844,0.11214676315291407,-0.19388404954224825,-0.5873883962631226,0.3935043467208743,,,,,,0.2037037037037037,0.1509433962264151,2.75,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,2,54,373,1.5173386533564028,12.305395093452741,0.123306780630207,0.12580049840421856,0.2078789323568344,-0.6783269643783569,0.8862058967351913,,,,,,0.16666666666666666,0.1509433962264151,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,3,54,373,2.466315470407291,12.553767693000914,0.19646018077762686,0.20140714729038553,1.5446274876594543,-0.7160400748252869,2.260667562484741,,,,,,0.14814814814814814,0.07547169811320754,4.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,4,54,373,3.5181231095746237,13.047799904237735,0.26963343516878957,0.2738772371303746,3.617634415626526,-1.2560756206512451,4.873710036277771,,,,,,0.2037037037037037,0.1509433962264151,2.75,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,5,54,373,3.9878438920331574,13.613015843995122,0.2929434548327693,0.29662162937944453,4.804769039154053,-0.13460034132003784,4.939369380474091,,,,,,0.2037037037037037,0.1509433962264151,2.75,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,6,54,373,4.11065726887674,13.862338814911016,0.2965341796764565,0.3025899008484763,4.572794437408447,0.4922530949115753,4.080541342496872,,,,,,0.14814814814814814,0.18867924528301888,1.6,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,7,54,373,4.919530069383558,14.202094174387964,0.3463946942596277,0.3553584410355284,3.7030835151672363,0.38859811425209045,3.314485400915146,,,,,,0.037037037037037035,0.03773584905660377,2.0,1,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,8,54,373,6.35778558584602,14.74807082309938,0.43109269423144125,0.4398044604872653,4.296968698501587,0.6666793823242188,3.630289316177368,,,,,,0.037037037037037035,0.03773584905660377,2.0,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,9,53,373,7.3422445572526485,15.207884542194458,0.4827919712884131,0.4830191076831485,6.489808082580566,0.5230365991592407,5.966771483421326,,,,,,0.07547169811320754,0.09615384615384616,1.3333333333333333,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,10,53,373,7.887759173179741,15.624200252001371,0.5048424268736164,0.4901154535178177,6.853421211242676,0.9927659630775452,5.860655248165131,,,,,,0.09433962264150944,0.09615384615384616,1.6666666666666667,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,11,53,373,8.61382862416965,15.724189543062659,0.5478074784445712,0.5176611755546157,8.653553009033203,0.5334392786026001,8.120113730430603,,,,,,0.16981132075471697,0.11538461538461539,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,12,53,373,9.164127235757384,15.608619842320808,0.5871196382725656,0.5457925963918246,8.379469871520996,0.4639579951763153,7.915511876344681,,,,,,0.1509433962264151,0.07692307692307693,2.6666666666666665,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,13,53,373,9.520649577475298,15.760722934604557,0.6040744207596956,0.567129448306227,11.15479564666748,-1.4819332361221313,12.636728882789612,,,,,,0.1509433962264151,0.07692307692307693,2.6666666666666665,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,14,53,373,7.837952717214581,15.925446096517442,0.4921653478158188,0.47374928171313074,10.601995468139648,-0.9050947427749634,11.507090210914612,,,,,,0.16981132075471697,0.1346153846153846,2.25,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,15,53,373,6.086864826885602,15.84869450711632,0.3840609599833287,0.3820893618835141,7.777768135070801,-1.866037368774414,9.643805503845215,,,,,,0.18867924528301888,0.1346153846153846,2.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
5,16,53,373,6.618223888052097,15.511322080613137,0.426670521935967,0.42600180909691726,7.914724826812744,-1.4963839054107666,9.41110873222351,,,,,,0.18867924528301888,0.11538461538461539,2.5,0,,"2011-01-01,2020-12-31",60,500,blockperm,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.1,0.2
