phase,maxstat_obs,best_lag_obs,p_phase,q_phase,n_null,null_mode,block_len,stat,two_sided,p_global
1,0.391304347826087,11,0.17641179410294852,0.3374312843578211,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
2,0.375,10,0.5897051474262869,0.5897051474262869,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
3,0.4,6,0.2108945527236382,0.3374312843578211,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
4,0.23684210526315788,4,0.5892053973013494,0.5897051474262869,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
5,0.7619047619047619,20,0.009995002498750625,0.079960019990005,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
6,0.32,15,0.47276361819090457,0.5897051474262869,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
7,0.6470588235294118,2,0.07546226886556721,0.2012327169748459,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
8,0.7272727272727273,6,0.02948525737131434,0.11794102948525736,2000,blockperm,60,pd_at_pfa,0,0.030984507746126936
