phase,maxstat_obs,best_lag_obs,p_phase,q_phase,n_null,null_mode,block_len,stat,two_sided,amp_var,gate_var,gate_source,gate_percentile,gate_threshold,gate_train,phase_var,p_global
1,-0.043478260869565216,30,0.39520958083832336,0.6174318030605456,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
2,-0.08571428571428572,25,0.9001996007984032,0.9481037924151696,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
3,-0.06451612903225806,12,0.22355289421157684,0.6174318030605456,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
4,-0.05952380952380952,5,0.2754491017964072,0.6174318030605456,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
5,-0.037037037037037035,7,0.43313373253493015,0.6174318030605456,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
6,-0.03125,28,0.4630738522954092,0.6174318030605456,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
7,-0.06451612903225806,6,0.9481037924151696,0.9481037924151696,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
8,-0.0,11,0.31736526946107785,0.6174318030605456,500,blockperm,60,outage,0,z500_amp_weighted,burst_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",driver_phase_index,0.8003992015968064
