phase,lag,n_on,n_off,n_total,p_on,H_uncond,H_cond,IG_bits,MI_bits,KL_on_bits,KL_off_bits,q90_shift,n_bins,underpowered,bestlag_phase,window_mode,gate_source,gate_percentile,gate_threshold,gate_train,block_len,n_null,bin_method,bins_min,bins_max,fixed_bins,test_window,target,underpowered_policy,two_sided,min_on,min_off,min_total,condition_file,condition_var,condition_values,w_bins
2,0,0,0,429,,3.911856475299222,3.734213021028811,,0.17764345427041078,,,,22,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,1,0,0,429,,3.9122102530409,3.765961209722963,,0.14624904331793756,,,,21,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,2,0,0,429,,3.8351180548914687,3.6759825973917892,,0.1591354574996799,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,3,0,0,429,,3.748706902073075,3.575864120915222,,0.17284278115785237,,,,19,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,4,0,0,429,,3.771155093740223,3.586455030734112,,0.18470006300611147,,,,19,0,1,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,5,0,0,429,,3.671679096812481,3.5111752443763233,,0.16050385243615736,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,6,0,0,429,,3.7205296351165096,3.5561338492719545,,0.16439578584455533,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,7,0,0,429,,3.582773808910319,3.4212967488077473,,0.161477060102572,,,,16,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,8,0,0,429,,3.667493089010373,3.508759672493761,,0.15873341651661185,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,9,0,0,429,,3.6035206065271055,3.444585217716288,,0.15893538881081748,,,,16,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,10,0,0,429,,3.6279356313144127,3.487635505824436,,0.14030012548997658,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,11,0,0,429,,3.668378469439477,3.4936191018519667,,0.17475936758751012,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,12,0,0,429,,3.724251766203788,3.562536086117297,,0.16171568008649057,,,,19,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,13,0,0,429,,3.593513016367986,3.472931024448283,,0.12058199191970277,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,14,0,0,429,,3.724654968497886,3.5797743828643895,,0.14488058563349682,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,15,0,0,429,,3.6119096540181967,3.44647416110097,,0.16543549291722706,,,,15,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,16,0,0,429,,3.7060885256330574,3.5513474040790336,,0.15474112155402336,,,,16,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,17,0,0,429,,3.7263676260403735,3.570535856624365,,0.1558317694160091,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,18,0,0,429,,3.7295026194207006,3.59539511079286,,0.134107508627841,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,19,0,0,429,,3.83722503256483,3.712341721316903,,0.1248833112479276,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,20,0,0,429,,3.694308867366983,3.5749338524036434,,0.11937501496334017,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,21,0,0,429,,3.692955834530471,3.5584654195012173,,0.13449041502925302,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,22,0,0,428,,3.6870787162153134,3.5560387247440866,,0.13103999147122683,,,,16,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,23,0,0,427,,3.6123195843744282,3.513258231401996,,0.0990613529724328,,,,15,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,24,0,0,426,,3.7285090095499376,3.630795390560105,,0.09771361898983216,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,25,0,0,426,,3.83962654215408,3.715735599576472,,0.12389094257760751,,,,19,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,26,0,0,426,,3.796499880094578,3.6896263351160865,,0.10687354497849232,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,27,0,0,426,,3.770891409406335,3.635970687148839,,0.13492072225749566,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,28,0,0,426,,3.797588671542311,3.658915314570161,,0.13867335697214997,,,,19,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,29,0,0,426,,3.717769264249675,3.587753986257094,,0.130015277992581,,,,17,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
2,30,0,0,426,,3.7299047857320784,3.60942575133594,,0.12047903439613815,,,,18,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,0,0,0,482,,3.7716566001281686,3.5867434996161833,,0.1849131005119853,,,,19,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,1,0,0,482,,3.9208971756359006,3.743947683052212,,0.1769494925836884,,,,21,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,2,0,0,482,,3.8994724497346844,3.708475037051376,,0.19099741268330786,,,,21,0,1,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,3,0,0,482,,3.857206571778281,3.682300579579064,,0.17490599219921626,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,4,0,0,482,,3.8289740188229886,3.672491648826214,,0.15648236999677426,,,,19,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,5,0,0,482,,3.895053299338393,3.7532049664525737,,0.1418483328858192,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
3,6,0,0,482,,3.833295109078554,3.710184117544462,,0.12311099153409125,,,,20,0,0,continuous_intensity,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,,5
