phase,lag,n_on,n_off,n_total,p_on,H_uncond,H_cond,IG_bits,MI_bits,KL_on_bits,KL_off_bits,q90_shift,n_bins,underpowered,bestlag_phase,window_mode,gate_source,gate_percentile,gate_threshold,gate_train,block_len,n_null,bin_method,bins_min,bins_max,fixed_bins,test_window,target,underpowered_policy,two_sided,min_on,min_off,min_total,condition_file,condition_var,condition_values
2,10,38,391,429,0.08857808857808858,3.5438985851635025,3.516323383199247,0.027575201964255842,,0.2309051759509424,0.003908509122250974,0.031345847135320806,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,11,38,391,429,0.08857808857808858,3.5705695568199673,3.538705715358488,0.03186384146147911,,0.2591921526349785,0.0051527648985929195,0.005030057661636597,18,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,12,38,391,429,0.08857808857808858,3.6158516125923383,3.600701982317259,0.015149630275080303,,0.12673118741181574,0.0019158625747184434,0.031345847135320806,19,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,13,38,391,429,0.08857808857808858,3.4985348662585034,3.4793362320671064,0.019198634191396877,,0.16413963688069505,0.0023281545291882065,0.08397742608268922,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,14,38,391,429,0.08857808857808858,3.6560742105333732,3.6267528025115325,0.029321408021840432,,0.24842324689805292,0.0038189411689146485,0.08397742608268922,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,15,38,391,429,0.08857808857808858,3.5638050728666872,3.5141620636066087,0.049643009260078814,,0.4336232466604441,0.005800849155394696,0.11029321555637343,15,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,16,38,391,429,0.08857808857808858,3.65791125496354,3.610138456644474,0.04777279831906576,,0.4143109164098724,0.005515270920125666,0.13660900503005763,16,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,17,38,391,429,0.08857808857808858,3.664462603498734,3.6091128205909904,0.05534978290774374,,0.47389573445343075,0.006632919961875345,0.11029321555637343,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,18,38,391,429,0.08857808857808858,3.648110463795608,3.612265201176048,0.03584526261955981,,0.30000756388821137,0.004806192220493282,0.031345847135320806,18,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,19,38,391,429,0.08857808857808858,3.7351952799554753,3.7167902075226755,0.018405072432798746,,0.1490507700358755,0.0027666846897870527,0.005030057661636597,20,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,20,38,391,429,0.08857808857808858,3.6051841974785845,3.58402418327165,0.021160014206933933,,0.1777395602349054,0.002761917548647305,0.057661636609005015,18,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,21,38,391,429,0.08857808857808858,3.621444937442005,3.586435506488679,0.03500943095332537,,0.2993759806918713,0.004238355702155531,-0.04760152128573182,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,22,37,391,428,0.08644859813084112,3.634963491662176,3.61161067476359,0.023352816898585788,,0.202218216782128,0.0031800274380360434,-0.04641323566557211,16,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,23,36,391,427,0.08430913348946135,3.5669042138237677,3.549929129203321,0.016975084620445634,,0.15743394540395894,0.0016426870192340157,-0.01736924277907885,15,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,24,35,391,426,0.08215962441314555,3.6632241205018117,3.6484037373570937,0.014820383144717914,,0.1382521421520834,0.001380379347920875,-0.04379610999329309,17,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,25,35,391,426,0.08215962441314555,3.7581456047887665,3.743714996108187,0.014430608680578515,,0.12957691023841542,0.0016365751741521258,-0.04379610999329309,19,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
2,26,35,391,426,0.08215962441314555,3.7261650986781465,3.7140716712934077,0.012093427384738906,,0.10978901987386026,0.001346912210935638,-0.01522468142186452,18,0,0,binary_gate,recompute,85.0,12.232402038574218,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,,,
