phase,maxstat_obs,best_lag_obs,p_phase,q_phase,n_null,null_mode,block_len,stat,two_sided,p_global
1,0.3849601745605469,3,0.07784431137724551,0.5828343313373253,500,blockperm,60,sinr,0,0.7724550898203593
2,0.47512829303741455,10,0.4031936127744511,0.590818363273453,500,blockperm,60,sinr,0,0.7724550898203593
3,0.08458837866783142,25,0.6646706586826348,0.7596236099230111,500,blockperm,60,sinr,0,0.7724550898203593
4,0.07726098597049713,30,0.4231536926147705,0.590818363273453,500,blockperm,60,sinr,0,0.7724550898203593
5,0.2276698648929596,10,0.14570858283433133,0.5828343313373253,500,blockperm,60,sinr,0,0.7724550898203593
6,0.19407933950424194,12,0.43313373253493015,0.590818363273453,500,blockperm,60,sinr,0,0.7724550898203593
7,0.09349723160266876,1,0.4431137724550898,0.590818363273453,500,blockperm,60,sinr,0,0.7724550898203593
8,0.22920279204845428,6,0.8902195608782435,0.8902195608782435,500,blockperm,60,sinr,0,0.7724550898203593
