phase,lag,n_on,n_off,n_total,p_on,H_uncond,H_cond,IG_bits,MI_bits,KL_on_bits,KL_off_bits,q90_shift,n_bins,underpowered,bestlag_phase,window_mode,gate_source,gate_percentile,gate_threshold,gate_train,block_len,n_null,bin_method,bins_min,bins_max,fixed_bins,test_window,target,underpowered_policy,two_sided,min_on,min_off,min_total,w_bins
4,3,0,0,520,,3.6470727129075953,3.625952590455255,,0.021120122452340073,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,4,0,0,520,,3.60047821613523,3.5582903999108417,,0.042187816224388275,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,5,0,0,520,,3.626681832952401,3.610016580446345,,0.016665252506055772,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,6,0,0,520,,3.5493329422755178,3.4921965527917442,,0.05713638948377353,,,,15,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,7,0,0,520,,3.558149728953539,3.5072816879227924,,0.05086804103074671,,,,15,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,8,0,0,520,,3.726341264516602,3.652096578587598,,0.07424468592900402,,,,17,0,1,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,9,0,0,520,,3.7582229521637234,3.7088841882239536,,0.04933876393976977,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,10,0,0,519,,3.766969716830316,3.7334299975558856,,0.033539719274430446,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,11,0,0,519,,3.785285546973895,3.7816512404715823,,0.0036343065023127785,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,12,0,0,519,,3.7426084080164714,3.733128929033935,,0.009479478982536538,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,13,0,0,519,,3.6651396274673402,3.6615991877902707,,0.003540439677069518,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,14,0,0,519,,3.703949144337792,3.699444632531175,,0.004504511806616929,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,15,0,0,519,,3.7740134958732923,3.725092706133491,,0.04892078973980141,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,16,0,0,519,,3.7439326092639864,3.703315908132451,,0.04061670113153548,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,17,0,0,519,,3.708421606321055,3.668074100527676,,0.04034750579337931,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,18,0,0,519,,3.7093750295285024,3.677007131572678,,0.03236789795582462,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,19,0,0,519,,3.6979399611744044,3.6501375686970556,,0.04780239247734874,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,20,0,0,519,,3.759919409017248,3.7679130306418953,,-0.00799362162464723,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,21,0,0,519,,3.8021490934181656,3.8359968141133782,,-0.03384772069521258,,,,24,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,22,0,0,519,,3.823347480592308,3.852956133972253,,-0.029608653379945338,,,,23,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,23,0,0,519,,3.715402067737816,3.7172282645234627,,-0.001826196785646772,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,24,0,0,519,,3.7314083422640074,3.74292237397656,,-0.011514031712552608,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,25,0,0,519,,3.706033821827915,3.7139882787706373,,-0.007954456942722121,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,26,0,0,519,,3.708545130032496,3.7221416220464567,,-0.013596492013960848,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,27,0,0,519,,3.7659514374572804,3.7553715384944537,,0.01057989896282674,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,28,0,0,519,,3.7753743366712436,3.74896650132251,,0.026407835348733588,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,29,0,0,518,,3.81572557583966,3.8395183349274538,,-0.02379275908779377,,,,23,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
4,30,0,0,517,,3.747010234857965,3.744073101330128,,0.002937133527836977,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,0,0,0,427,,3.6786687145183325,3.720636101824062,,-0.04196738730572935,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,1,0,0,427,,3.7354876564899095,3.832844771936309,,-0.09735711544639924,,,,24,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,2,0,0,427,,3.7971541399067084,3.8722296341446456,,-0.07507549423793725,,,,26,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,3,0,0,427,,3.8243703238612463,3.8870123751877967,,-0.06264205132655043,,,,25,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,4,0,0,427,,3.7751965816434794,3.803176815865347,,-0.027980234221867573,,,,23,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,5,0,0,427,,3.6364702628969927,3.648311576128631,,-0.011841313231638395,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,6,0,0,427,,3.7330362188990684,3.7389004005750284,,-0.005864181675959923,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,7,0,0,427,,3.690587072048644,3.6605791542531767,,0.030007917795467076,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,8,0,0,427,,3.6886376204450624,3.6573333988774026,,0.031304221567659773,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,9,0,0,426,,3.672172405034982,3.6153936887857094,,0.056778716249272776,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,10,0,0,426,,3.6668197253772536,3.6194670730246084,,0.0473526523526453,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,11,0,0,426,,3.687272597761024,3.62782394229591,,0.05944865546511391,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,12,0,0,426,,3.84456399565027,3.7992850942199663,,0.045278901430303886,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,13,0,0,426,,3.770601114644869,3.69645231308111,,0.07414880156375858,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,14,0,0,426,,3.70311965504114,3.67730003443734,,0.025819620603800164,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,15,0,0,426,,3.6991111038721822,3.7577137666460505,,-0.058602662773868275,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,16,0,0,426,,3.6503056391211812,3.784487406970499,,-0.1341817678493178,,,,24,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,17,0,0,426,,3.5663125341394952,3.639335905334048,,-0.07302337119455293,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,18,0,0,426,,3.7089319644960574,3.739957432229099,,-0.03102546773304171,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,19,0,0,426,,3.5773309054676083,3.529667115834752,,0.047663789632856446,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,20,0,0,426,,3.557433493393275,3.5046976376435794,,0.05273585574969575,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,21,0,0,426,,3.613361342644823,3.556816223724394,,0.056545118920428905,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,22,0,0,426,,3.574878046451495,3.5153517686416262,,0.059526277809868855,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,23,0,0,426,,3.6032920841806355,3.473250858144499,,0.13004122603613633,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,24,0,0,426,,3.619826895747651,3.478360615509452,,0.14146628023819874,,,,16,0,1,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,25,0,0,426,,3.5449535767215434,3.406778762541385,,0.13817481418015864,,,,15,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,26,0,0,426,,3.5201776085544005,3.416594810494535,,0.10358279805986559,,,,15,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,27,0,0,426,,3.5245243657294916,3.429094131507972,,0.09543023422151942,,,,15,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,28,0,0,426,,3.6497566452406756,3.570115087013469,,0.07964155822720675,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,29,0,0,426,,3.7028274004264126,3.6364716552439713,,0.06635574518244125,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
5,30,0,0,426,,3.6914075444405836,3.654879345609389,,0.036528198831194736,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,0,0,0,413,,3.5966539244262234,3.5869353464702276,,0.009718577955995844,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,1,0,0,413,,3.7175942399325246,3.7225360009261057,,-0.0049417609935811235,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,2,0,0,413,,3.672377857134875,3.6603857820052617,,0.011992075129613422,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,3,0,0,413,,3.766047936524282,3.758391340961598,,0.007656595562683943,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,4,0,0,413,,3.6718538047100653,3.6875092973091377,,-0.015655492599072396,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,5,0,0,412,,3.586572224192474,3.5837373481711374,,0.0028348760213363633,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,6,0,0,411,,3.5861922221872296,3.5338401933344965,,0.052352028852733046,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,7,0,0,410,,3.5550092677313128,3.500759796595297,,0.05424947113601597,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,8,0,0,409,,3.418771538002814,3.3102690579302143,,0.10850248007259955,,,,14,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,9,0,0,409,,3.488282507002677,3.3754207706600114,,0.11286173634266561,,,,15,0,1,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,10,0,0,409,,3.54696893901209,3.455034216488678,,0.09193472252341195,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,11,0,0,409,,3.5142813619177344,3.4599654823158046,,0.05431587960192985,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,12,0,0,409,,3.5382953480813253,3.501945355010795,,0.03634999307053022,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,13,0,0,409,,3.5964390603185015,3.539341666399528,,0.057097393918973616,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,14,0,0,409,,3.554330659254576,3.4844712063368117,,0.0698594529177643,,,,15,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,15,0,0,409,,3.573087859992671,3.5288345697599195,,0.044253290232751485,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,16,0,0,409,,3.623907141587979,3.579996587583859,,0.04391055400412025,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,17,0,0,409,,3.658564875368962,3.597332496634947,,0.06123237873401477,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,18,0,0,409,,3.7026778135947045,3.6719413583812273,,0.030736455213477232,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,19,0,0,409,,3.665606844336753,3.6263493138024545,,0.03925753053429837,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,20,0,0,409,,3.666725254412064,3.6077056913052803,,0.05901956310678358,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,21,0,0,409,,3.6954877648565194,3.623648698660854,,0.0718390661956656,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,22,0,0,409,,3.6448881281327155,3.5991108751402625,,0.045777252992452944,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,23,0,0,409,,3.6049347461674466,3.582461100343705,,0.022473645823741784,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,24,0,0,409,,3.7000591675931114,3.7634103666032104,,-0.063351199010099,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,25,0,0,409,,3.6617662698552946,3.6772945548657945,,-0.015528285010499854,,,,20,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,26,0,0,409,,3.600210295331806,3.5851681246328018,,0.015042170699004043,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,27,0,0,409,,3.6066508567605227,3.5972954221021034,,0.00935543465841926,,,,19,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,28,0,0,409,,3.538313025561418,3.4914823715339347,,0.04683065402748321,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,29,0,0,409,,3.6330645204381646,3.5744231057860754,,0.058641414652089274,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
6,30,0,0,409,,3.5643277197808443,3.5275757821317413,,0.036751937649103006,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,0,0,0,395,,3.789865638340675,3.820613555816379,,-0.030747917475704156,,,,24,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,1,0,0,395,,3.89007173693365,3.910130207859106,,-0.020058470925456096,,,,25,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,2,0,0,395,,3.727245585308176,3.730676905272689,,-0.0034313199645130688,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,3,0,0,395,,3.67405917855124,3.69937721985372,,-0.02531804130247961,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,4,0,0,394,,3.6621525291624213,3.648745144739519,,0.013407384422902346,,,,18,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,5,0,0,394,,3.608580900512254,3.5465624945761487,,0.0620184059361053,,,,17,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,6,0,0,394,,3.530750991472101,3.47008159807234,,0.060669393399761073,,,,16,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,7,0,0,394,,3.5864318076608566,3.643675910637109,,-0.057244102976252265,,,,21,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,8,0,0,394,,3.737546090785821,3.7975995844125654,,-0.06005349362674428,,,,23,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,9,0,0,394,,3.7097704349213654,3.7906023543108884,,-0.08083191938952305,,,,24,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,10,0,0,394,,3.743998948404543,3.82198924099599,,-0.0779902925914473,,,,25,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
7,11,0,0,394,,3.7068319839355457,3.743081692490958,,-0.03624970855541232,,,,22,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,2000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,200,5
